0_0_0_S	5.16434895482661	0.922973007282459	2.44510270546562
0_0_F_0	6.15332993384067	15.591450764915	13.8467653567695
0_0_F_S	19.1830031270812	17.873396976521	21.3165672600691
0_A_0_0	2.25981544262597	0.594227243597407	1.11465810836099
0_A_0_S	6.2495772616829	1.201228936807	2.54137241807541
0_A_F_0	1.82434508636977	2.56857034779892	1.87596439765254
0_A_F_S	5.67543366049227	4.1039793583191	5.09654278389452
V_0_0_0	6.52908494110529	4.00702591588988	9.67810123000709
V_0_0_S	25.9397224754531	14.7234405919334	23.2852707891952
V_0_F_0	9.53333467804627	23.9696064596963	17.6816961061719
V_0_F_S	20.4026473230715	42.6316078760924	30.4307633201339
V_A_0_0	10.7130918477021	4.12355632010015	8.83080863381402
V_A_0_S	27.1051379048678	9.74058385671981	22.0616072117221
V_A_F_0	15.1026666838655	20.3445394460563	17.009664247099
V_A_F_S	26.9703238284557	50.1031372769986	39.8811575144314
